Borough Name,NTA Code,NBD Name,Year,Unemployment Rate,Poverty Rate,Population,Median Income,Crime Rate
Queens,"['QN52', 'QN22', 'QN47', 'QN48', 'QN49', 'QN51', 'QN23']","Flushing, TOTTEN-BAY TERRACE-CLEARVIEW,  Whitestone, MURRAY HILL, AUBURNDALE, College Point",2008,10.20%,11.40%,"$52,313","264,586",7910	
Queens,"['QN52', 'QN22', 'QN47', 'QN48', 'QN49', 'QN51', 'QN23']","Flushing, TOTTEN-BAY TERRACE-CLEARVIEW,  Whitestone, MURRAY HILL, AUBURNDALE, College Point",2009,11.60%,14.30%,"$53,584","257,327",7928	
Queens,"['QN52', 'QN22', 'QN47', 'QN48', 'QN49', 'QN51', 'QN23']","Flushing, TOTTEN-BAY TERRACE-CLEARVIEW,  Whitestone, MURRAY HILL, AUBURNDALE, College Point",2010,10.20%,13.40%,"$50,606","247,116",7341	
Queens,"['QN52', 'QN22', 'QN47', 'QN48', 'QN49', 'QN51', 'QN23']","Flushing, TOTTEN-BAY TERRACE-CLEARVIEW,  Whitestone, MURRAY HILL, AUBURNDALE, College Point",2011,9.50%,14.60%,"$53,200","250,135",7309	
Queens,"['QN52', 'QN22', 'QN47', 'QN48', 'QN49', 'QN51', 'QN23']","Flushing, TOTTEN-BAY TERRACE-CLEARVIEW,  Whitestone, MURRAY HILL, AUBURNDALE, College Point",2012,8.80%,15.20%,"$51,929","249,243",7187	
Queens,"['QN52', 'QN22', 'QN47', 'QN48', 'QN49', 'QN51', 'QN23']","Flushing, TOTTEN-BAY TERRACE-CLEARVIEW,  Whitestone, MURRAY HILL, AUBURNDALE, College Point",2013,5.70%,18.80%,"$52,171","256,742",7313	
Queens,"['QN52', 'QN22', 'QN47', 'QN48', 'QN49', 'QN51', 'QN23']","Flushing, TOTTEN-BAY TERRACE-CLEARVIEW,  Whitestone, MURRAY HILL, AUBURNDALE, College Point",2014,7.60%,14.20%,"$52,722","138,679",7372	
NULL,"['QN52', 'QN22', 'QN47', 'QN48', 'QN49', 'QN51', 'QN23']",NULL,2015,NULL,NULL,NULL,NULL,7154	
Queens,"['QN53', 'QN54', 'QN37', 'QN60']","Woodhaven, Richmond Hill, Kew Gardens",2006,7.80%,11.90%,"$52,071","146,114",7588	
Queens,"['QN53', 'QN54', 'QN37', 'QN60']","Woodhaven, Richmond Hill, Kew Gardens",2007,9.40%,11.90%,"$52,002","155,865",7793	
Queens,"['QN53', 'QN54', 'QN37', 'QN60']","Woodhaven, Richmond Hill, Kew Gardens",2008,11.70%,11.60%,"$52,205","146,340",7914	
Queens,"['QN53', 'QN54', 'QN37', 'QN60']","Woodhaven, Richmond Hill, Kew Gardens",2009,13.30%,13.10%,"$58,778","135,589",7354	
Queens,"['QN53', 'QN54', 'QN37', 'QN60']","Woodhaven, Richmond Hill, Kew Gardens",2010,11.70%,17.90%,"$55,933","155,315",7091	
Queens,"['QN53', 'QN54', 'QN37', 'QN60']","Woodhaven, Richmond Hill, Kew Gardens",2011,10.20%,16.10%,"$56,581","148,177",6831	
Queens,"['QN53', 'QN54', 'QN37', 'QN60']","Woodhaven, Richmond Hill, Kew Gardens",2012,10.20%,16.80%,"$59,353","153,980",6868	
Queens,"['QN53', 'QN54', 'QN37', 'QN60']","Woodhaven, Richmond Hill, Kew Gardens",2013,7.70%,14.50%,"$61,352","151,202",7395	
Queens,"['QN53', 'QN54', 'QN37', 'QN60']","Woodhaven, Richmond Hill, Kew Gardens",2014,7.70%,9.60%,"$56,615","124,623",6919	
NULL,"['QN53', 'QN54', 'QN37', 'QN60']",NULL,2015,NULL,NULL,NULL,NULL,6650	
Queens,"['QN56', 'QN57', 'QN55']","Ozone Park, Howard Beach",2006,5.80%,10.40%,"$59,863","138,052",6527	
Queens,"['QN56', 'QN57', 'QN55']","Ozone Park, Howard Beach",2007,9.80%,11.80%,"$57,655","140,123",6853	
Queens,"['QN56', 'QN57', 'QN55']","Ozone Park, Howard Beach",2008,10.10%,8.10%,"$62,042","125,305",6016	
Queens,"['QN56', 'QN57', 'QN55']","Ozone Park, Howard Beach",2009,10.20%,11.60%,"$57,908","135,257",5655	
Queens,"['QN56', 'QN57', 'QN55']","Ozone Park, Howard Beach",2010,11.10%,14.30%,"$59,687","132,853",5500	
Queens,"['QN56', 'QN57', 'QN55']","Ozone Park, Howard Beach",2011,11.50%,14.50%,"$60,877","133,178",5481	
Queens,"['QN56', 'QN57', 'QN55']","Ozone Park, Howard Beach",2012,11.90%,13.40%,"$61,633","130,232",6054	
Queens,"['QN56', 'QN57', 'QN55']","Ozone Park, Howard Beach",2013,9.20%,15.80%,"$61,023","134,827",5967	
Queens,"['QN56', 'QN57', 'QN55']","Ozone Park, Howard Beach",2014,9.90%,10.90%,"$48,903","216,115",5984	
NULL,"['QN56', 'QN57', 'QN55']",NULL,2015,NULL,NULL,NULL,NULL,5641	
Queens,"['QN61', 'QN07', 'QN06', 'QN01', 'QN08', 'QN02', 'QN76']","Jamaica, St. Albans, Hollis, SPRINGFIELD,BAISLEY Park",2006,9.90%,15.80%,"$48,459","218,120",15718	
Queens,"['QN61', 'QN07', 'QN06', 'QN01', 'QN08', 'QN02', 'QN76']","Jamaica, St. Albans, Hollis, SPRINGFIELD,BAISLEY Park",2007,10.10%,12.50%,"$52,106","222,807",15449	
Queens,"['QN61', 'QN07', 'QN06', 'QN01', 'QN08', 'QN02', 'QN76']","Jamaica, St. Albans, Hollis, SPRINGFIELD,BAISLEY Park",2008,14.50%,12.70%,"$54,259","220,918",15981	
Queens,"['QN61', 'QN07', 'QN06', 'QN01', 'QN08', 'QN02', 'QN76']","Jamaica, St. Albans, Hollis, SPRINGFIELD,BAISLEY Park",2009,15.50%,18.80%,"$51,183","222,074",14938	
Queens,"['QN61', 'QN07', 'QN06', 'QN01', 'QN08', 'QN02', 'QN76']","Jamaica, St. Albans, Hollis, SPRINGFIELD,BAISLEY Park",2010,14.90%,16.50%,"$51,004","231,813",15229	
Queens,"['QN61', 'QN07', 'QN06', 'QN01', 'QN08', 'QN02', 'QN76']","Jamaica, St. Albans, Hollis, SPRINGFIELD,BAISLEY Park",2011,14.00%,18.10%,"$51,574","228,128",15068	
Queens,"['QN61', 'QN07', 'QN06', 'QN01', 'QN08', 'QN02', 'QN76']","Jamaica, St. Albans, Hollis, SPRINGFIELD,BAISLEY Park",2012,14.50%,17.10%,"$51,929","235,680",15329	
Queens,"['QN61', 'QN07', 'QN06', 'QN01', 'QN08', 'QN02', 'QN76']","Jamaica, St. Albans, Hollis, SPRINGFIELD,BAISLEY Park",2013,12.60%,15.10%,"$52,603","251,002",16516	
Queens,"['QN61', 'QN07', 'QN06', 'QN01', 'QN08', 'QN02', 'QN76']","Jamaica, St. Albans, Hollis, SPRINGFIELD,BAISLEY Park",2014,10.10%,17.20%,"$42,113","190,247",15723	
NULL,"['QN61', 'QN07', 'QN06', 'QN01', 'QN08', 'QN02', 'QN76']",NULL,2015,NULL,NULL,NULL,NULL,16252	
Queens,"['QN70', 'QN68', 'QN71', 'QN62', 'QN72']","Astoria, QUEENSBRIDGE-RAVENSWOOD-LONG ISLAND CITY, QUEENSBORO, STEINWAY",2006,6.40%,16.70%,"$46,452","175,303",9332	
Queens,"['QN70', 'QN68', 'QN71', 'QN62', 'QN72']","Astoria, QUEENSBRIDGE-RAVENSWOOD-LONG ISLAND CITY, QUEENSBORO, STEINWAY",2007,6.40%,16.40%,"$51,880","178,480",9485	
Queens,"['QN70', 'QN68', 'QN71', 'QN62', 'QN72']","Astoria, QUEENSBRIDGE-RAVENSWOOD-LONG ISLAND CITY, QUEENSBORO, STEINWAY",2008,10.50%,15.90%,"$47,435","176,394",8611	
Queens,"['QN70', 'QN68', 'QN71', 'QN62', 'QN72']","Astoria, QUEENSBRIDGE-RAVENSWOOD-LONG ISLAND CITY, QUEENSBORO, STEINWAY",2009,13.00%,19.00%,"47,849","166,666",8116	
Queens,"['QN70', 'QN68', 'QN71', 'QN62', 'QN72']","Astoria, QUEENSBRIDGE-RAVENSWOOD-LONG ISLAND CITY, QUEENSBORO, STEINWAY",2010,10.90%,20.60%,"$47,634","170,174",8411	
Queens,"['QN70', 'QN68', 'QN71', 'QN62', 'QN72']","Astoria, QUEENSBRIDGE-RAVENSWOOD-LONG ISLAND CITY, QUEENSBORO, STEINWAY",2011,7.80%,16.30%,"$52,727","165,035",8114	
Queens,"['QN70', 'QN68', 'QN71', 'QN62', 'QN72']","Astoria, QUEENSBRIDGE-RAVENSWOOD-LONG ISLAND CITY, QUEENSBORO, STEINWAY",2012,9.40%,18.70%,"$51,387","171,520",8586	
Queens,"['QN70', 'QN68', 'QN71', 'QN62', 'QN72']","Astoria, QUEENSBRIDGE-RAVENSWOOD-LONG ISLAND CITY, QUEENSBORO, STEINWAY",2013,9.00%,17.10%,"$56,340","182,860",8598	
Queens,"['QN70', 'QN68', 'QN71', 'QN62', 'QN72']","Astoria, QUEENSBRIDGE-RAVENSWOOD-LONG ISLAND CITY, QUEENSBORO, STEINWAY",2014,5.70%,15.00%,"$58,478","168,395",8964	
NULL,"['QN70', 'QN68', 'QN71', 'QN62', 'QN72']",NULL,2015,NULL,NULL,NULL,NULL,8431	
Staten Island,"['SI28', 'SI37', 'SI22', 'SI12', 'SI07', 'SI08', 'SI35', 'SI24']","Stapleton ROSEBANK, Port Richmond, St. George, WEST NEW BRIGHTON, MARINER'S HARBOR-ARLINGTON-PORT IVORY-GRANITEVILLE, WESTERLEIGH , GRYMES HILL, SILVER LAKE, TODT HILL-EMERSON HILL-HEARTLAND VILLAGE-LIGHTHOUSE HILL",2006,6.90%,16.20%,"$55,996","182,833",14504	
Staten Island,"['SI28', 'SI37', 'SI22', 'SI12', 'SI07', 'SI08', 'SI35', 'SI24']","Stapleton ROSEBANK, Port Richmond, St. George, WEST NEW BRIGHTON, MARINER'S HARBOR-ARLINGTON-PORT IVORY-GRANITEVILLE, WESTERLEIGH , GRYMES HILL, SILVER LAKE, TODT HILL-EMERSON HILL-HEARTLAND VILLAGE-LIGHTHOUSE HILL",2007,5.90%,18.80%,"$55,415","179,225",13652	
Staten Island,"['SI28', 'SI37', 'SI22', 'SI12', 'SI07', 'SI08', 'SI35', 'SI24']","Stapleton ROSEBANK, Port Richmond, St. George, WEST NEW BRIGHTON, MARINER'S HARBOR-ARLINGTON-PORT IVORY-GRANITEVILLE, WESTERLEIGH , GRYMES HILL, SILVER LAKE, TODT HILL-EMERSON HILL-HEARTLAND VILLAGE-LIGHTHOUSE HILL",2008,7.90%,17.40%,"$56,161","179,381",14038	
Staten Island,"['SI28', 'SI37', 'SI22', 'SI12', 'SI07', 'SI08', 'SI35', 'SI24']","Stapleton ROSEBANK, Port Richmond, St. George, WEST NEW BRIGHTON, MARINER'S HARBOR-ARLINGTON-PORT IVORY-GRANITEVILLE, WESTERLEIGH , GRYMES HILL, SILVER LAKE, TODT HILL-EMERSON HILL-HEARTLAND VILLAGE-LIGHTHOUSE HILL",2009,10.10%,17.90%,"$61,029","172,052",13085	
Staten Island,"['SI28', 'SI37', 'SI22', 'SI12', 'SI07', 'SI08', 'SI35', 'SI24']","Stapleton ROSEBANK, Port Richmond, St. George, WEST NEW BRIGHTON, MARINER'S HARBOR-ARLINGTON-PORT IVORY-GRANITEVILLE, WESTERLEIGH , GRYMES HILL, SILVER LAKE, TODT HILL-EMERSON HILL-HEARTLAND VILLAGE-LIGHTHOUSE HILL",2010,10.40%,21.00%,"$55,272","173,412",13394	
Staten Island,"['SI28', 'SI37', 'SI22', 'SI12', 'SI07', 'SI08', 'SI35', 'SI24']","Stapleton ROSEBANK, Port Richmond, St. George, WEST NEW BRIGHTON, MARINER'S HARBOR-ARLINGTON-PORT IVORY-GRANITEVILLE, WESTERLEIGH , GRYMES HILL, SILVER LAKE, TODT HILL-EMERSON HILL-HEARTLAND VILLAGE-LIGHTHOUSE HILL",2011,7.90%,19.70%,"$57,325","175,699",12858	
Staten Island,"['SI28', 'SI37', 'SI22', 'SI12', 'SI07', 'SI08', 'SI35', 'SI24']","Stapleton ROSEBANK, Port Richmond, St. George, WEST NEW BRIGHTON, MARINER'S HARBOR-ARLINGTON-PORT IVORY-GRANITEVILLE, WESTERLEIGH , GRYMES HILL, SILVER LAKE, TODT HILL-EMERSON HILL-HEARTLAND VILLAGE-LIGHTHOUSE HILL",2012,8.90%,19.80%,"$58,742","176,221",13241	
Staten Island,"['SI28', 'SI37', 'SI22', 'SI12', 'SI07', 'SI08', 'SI35', 'SI24']","Stapleton ROSEBANK, Port Richmond, St. George, WEST NEW BRIGHTON, MARINER'S HARBOR-ARLINGTON-PORT IVORY-GRANITEVILLE, WESTERLEIGH , GRYMES HILL, SILVER LAKE, TODT HILL-EMERSON HILL-HEARTLAND VILLAGE-LIGHTHOUSE HILL",2013,6.90%,22.50%,"$57,675","176,338",12972	
Staten Island,"['SI28', 'SI37', 'SI22', 'SI12', 'SI07', 'SI08', 'SI35', 'SI24']","Stapleton ROSEBANK, Port Richmond, St. George, WEST NEW BRIGHTON, MARINER'S HARBOR-ARLINGTON-PORT IVORY-GRANITEVILLE, WESTERLEIGH , GRYMES HILL, SILVER LAKE, TODT HILL-EMERSON HILL-HEARTLAND VILLAGE-LIGHTHOUSE HILL",2014,7.30%,8.70%,"$69,040","133,736",13187	
NULL,"['SI28', 'SI37', 'SI22', 'SI12', 'SI07', 'SI08', 'SI35', 'SI24']",NULL,2015,NULL,NULL,NULL,NULL,12941	
Staten Island,"['SI36', 'SI05', 'SI45', 'SI25']","New Springville, South Beach, Willowbrook, NEW DORP-MIDLAND BEACH , OAKWOOD",2006,3.90%,7.60%,"$68,379","134,188",5433	
Staten Island,"['SI36', 'SI05', 'SI45', 'SI25']","New Springville, South Beach, Willowbrook, NEW DORP-MIDLAND BEACH , OAKWOOD",2007,5.20%,8.00%,"$75,171","142,188",5362	
Staten Island,"['SI36', 'SI05', 'SI45', 'SI25']","New Springville, South Beach, Willowbrook, NEW DORP-MIDLAND BEACH , OAKWOOD",2008,7.30%,11.30%,"$70,007","150,278",5543	
Staten Island,"['SI36', 'SI05', 'SI45', 'SI25']","New Springville, South Beach, Willowbrook, NEW DORP-MIDLAND BEACH , OAKWOOD",2009,8.20%,9.70%,"$70,692","132,502",4803	
Staten Island,"['SI36', 'SI05', 'SI45', 'SI25']","New Springville, South Beach, Willowbrook, NEW DORP-MIDLAND BEACH , OAKWOOD",2010,6.60%,7.70%,"$72,455","125,257",4436	
Staten Island,"['SI36', 'SI05', 'SI45', 'SI25']","New Springville, South Beach, Willowbrook, NEW DORP-MIDLAND BEACH , OAKWOOD",2011,6.50%,7.30%,"$72,495","131,923",4304	
Staten Island,"['SI36', 'SI05', 'SI45', 'SI25']","New Springville, South Beach, Willowbrook, NEW DORP-MIDLAND BEACH , OAKWOOD",2012,6.70%,9.20%,"$72,876","131,007",4502	
Staten Island,"['SI36', 'SI05', 'SI45', 'SI25']","New Springville, South Beach, Willowbrook, NEW DORP-MIDLAND BEACH , OAKWOOD",2013,5.90%,9.10%,"$71,549","126,200",4124	
Staten Island,"['SI36', 'SI05', 'SI45', 'SI25']","New Springville, South Beach, Willowbrook, NEW DORP-MIDLAND BEACH , OAKWOOD",2014,3.70%,4.10%,"$81,933","175,246",4139	
NULL,"['SI36', 'SI05', 'SI45', 'SI25']",NULL,2015,NULL,NULL,NULL,NULL,4054	
Staten Island,"['SI54', 'SI11', 'SI32', 'SI48', 'SI01']","Tottenville, ROSSVILLE Woodrow, Great Kills, ARDEN HEIGHTS, ANNADALE-HUGUENOT-PRINCE'S BAY-ELTINGVILLE",2006,2.70%,4.60%,"$78,392","164,592",5425	
Staten Island,"['SI54', 'SI11', 'SI32', 'SI48', 'SI01']","Tottenville, ROSSVILLE Woodrow, Great Kills, ARDEN HEIGHTS, ANNADALE-HUGUENOT-PRINCE'S BAY-ELTINGVILLE",2007,5.10%,2.20%,"$90,464","165,994",5095	
Staten Island,"['SI54', 'SI11', 'SI32', 'SI48', 'SI01']","Tottenville, ROSSVILLE Woodrow, Great Kills, ARDEN HEIGHTS, ANNADALE-HUGUENOT-PRINCE'S BAY-ELTINGVILLE",2008,6.00%,4.30%,"$76,958","162,071",5447	
Staten Island,"['SI54', 'SI11', 'SI32', 'SI48', 'SI01']","Tottenville, ROSSVILLE Woodrow, Great Kills, ARDEN HEIGHTS, ANNADALE-HUGUENOT-PRINCE'S BAY-ELTINGVILLE",2009,8.70%,7.00%,"$83,998","164,809",4769	
Staten Island,"['SI54', 'SI11', 'SI32', 'SI48', 'SI01']","Tottenville, ROSSVILLE Woodrow, Great Kills, ARDEN HEIGHTS, ANNADALE-HUGUENOT-PRINCE'S BAY-ELTINGVILLE",2010,7.50%,5.30%,"$82,921","171,798",4685	
Staten Island,"['SI54', 'SI11', 'SI32', 'SI48', 'SI01']","Tottenville, ROSSVILLE Woodrow, Great Kills, ARDEN HEIGHTS, ANNADALE-HUGUENOT-PRINCE'S BAY-ELTINGVILLE",2011,7.00%,6.50%,"$83,441","163,106",4535	
Staten Island,"['SI54', 'SI11', 'SI32', 'SI48', 'SI01']","Tottenville, ROSSVILLE Woodrow, Great Kills, ARDEN HEIGHTS, ANNADALE-HUGUENOT-PRINCE'S BAY-ELTINGVILLE",2012,7.00%,6.20%,"$85,790","164,258",4349	
Staten Island,"['SI54', 'SI11', 'SI32', 'SI48', 'SI01']","Tottenville, ROSSVILLE Woodrow, Great Kills, ARDEN HEIGHTS, ANNADALE-HUGUENOT-PRINCE'S BAY-ELTINGVILLE",2013,5.60%,10.30%,"$82,822","170,741",3948	
Staten Island,"['SI54', 'SI11', 'SI32', 'SI48', 'SI01']","Tottenville, ROSSVILLE Woodrow, Great Kills, ARDEN HEIGHTS, ANNADALE-HUGUENOT-PRINCE'S BAY-ELTINGVILLE",2014,5.60%,10.30%,"$82,822","170,741",3851	
NULL,"['SI54', 'SI11', 'SI32', 'SI48', 'SI01']",NULL,2015,NULL,NULL,NULL,NULL,3654	
